make_model,component_id,equipment_type,make,model,failure_count,mtbf_hours,mtbr_hours,mttr_hours,failure_rate_per_1000h,vessels_affected,root_cause_human_error,root_cause_operational_error,root_cause_machinery_failure,root_cause_other,root_cause_unknown,root_cause_percentage_confirmed,first_failure_date,last_failure_date,top_failure_mode,top_failure_mode_count,top_failure_mode_rate,failure_mode_distribution,trend,action_inspect_count,action_repair_count,action_replace_count,action_temporary_count,action_recurrence_rate,action_recurrence_by_type,highest_recurrence_action,highest_recurrence_rate,mtbf_before_action,mtbf_after_action,action_permanently_eliminates,stakeholder_communication_summary,estimated_cost_per_failure,total_cost_impact,stock_risk,parts_per_failure,top_parts,top_parts_consumption,parts_detail_json,fleet_avg_mtbf_hours,mtbf_vs_fleet,total_failures,total_vessels,overall_mtbf_hours,overall_failure_rate_per_1000h,component_count,first_failure_date_summary,last_failure_date_summary,equipment_type_summary,make_summary,model_summary,fleet_avg_mtbf_hours_summary,fleet_avg_failure_rate_per_1000h,bad_actor_rank,is_bad_actor
WARTSILA 4L20,Starting Air System,Aux Engine,WARTSILA,4L20,1,,,,,1,0,0,0,5,0,100.0,2025-10-15,2025-10-15,Other,5,5000.0,"{'Other': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,200.0,200.0,Low,194.0,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA,4L20,903.1015854056559,3.8932163757871767,,
WARTSILA 4L20,Turbocharger,Aux Engine,WARTSILA,4L20,5,552.0,,,2.2644927536231885,1,9,0,26,145,0,100.0,2025-05-22,2025-08-22,Other,35,35000.0,"{'High Temperature': {'count': 145, 'failure_rate': 65.67028985507247, 'mtbf': 15.333333333333334, 'vessels': 1}, 'Other': {'count': 35, 'failure_rate': 35000.0, 'mtbf': 0.0, 'vessels': 1}}",↑,0,0,0,0,78.88888888888889,{'Other': 78.88888888888889},Other,78.88888888888889,768.0,672.0,False,communication,170.0,850.0,Low,6.4,"['Turbo Exhaust', 'Turbocharger']","[20, 12]","[{""part_name"": ""Turbo Exhaust"", ""count"": 20, ""unit_cost"": 10.0, ""total_cost"": 200.0}, {""part_name"": ""Turbocharger"", ""count"": 12, ""unit_cost"": 54.17, ""total_cost"": 650.0}]",903.1015854056559,-38.87730805476859,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA,4L20,903.1015854056559,3.8932163757871767,2.0,True
WARTSILA 4L20D2,Cooling water system,Aux Engine,WARTSILA,4L20D2,20,281.6842105263158,,,3.7369207772795217,3,0,0,52,353,0,100.0,2025-05-13,2025-12-22,LOW PRESSURE,5,5000.0,"{'HIGH TEMPERATURE': {'count': 48, 'failure_rate': 43.47826086956522, 'mtbf': 23.48936170212766, 'vessels': 1}, 'LOW PRESSURE': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW TEMPERATURE': {'count': 254, 'failure_rate': 47.45889387144993, 'mtbf': 21.154150197628457, 'vessels': 2}, 'Other': {'count': 98, 'failure_rate': 30.934343434343436, 'mtbf': 32.65979381443299, 'vessels': 2}}",→,0,0,0,0,95.06172839506173,{'Other': 95.06172839506173},Other,95.06172839506173,362.6666666666667,181.33333333333334,False,"maker, communication",83.75,1675.0,Low,12.15,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,-68.80924415609472,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,2.0,True
WARTSILA 4L20D2,EME (Externally Mounted Equipment),Aux Engine,WARTSILA,4L20D2,5,1302.0,,,0.9600614439324117,1,0,0,10,75,0,100.0,2025-04-28,2025-12-01,ALARM,85,16.321044546851,"{'ALARM': {'count': 85, 'failure_rate': 16.321044546851, 'mtbf': 62.0, 'vessels': 1}}",↑,0,0,0,0,83.52941176470588,{'Other': 83.52941176470588},Other,83.52941176470588,1008.0,924.0,False,communication,,,,,,,,903.1015854056559,44.169827740382786,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,3.0,True
WARTSILA 4L20D2,Engine (General),Aux Engine,WARTSILA,4L20D2,47,178.95652173913044,,,5.709426627793975,4,0,0,97,660,0,100.0,2025-01-13,2025-12-22,LOW PRESSURE,11,11000.0,"{'ALARM': {'count': 32, 'failure_rate': 9.950248756218905, 'mtbf': 103.74193548387096, 'vessels': 2}, 'LOW PRESSURE': {'count': 11, 'failure_rate': 11000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW TEMPERATURE': {'count': 7, 'failure_rate': 7000.0, 'mtbf': 0.0, 'vessels': 1}, 'Other': {'count': 679, 'failure_rate': 82.4829931972789, 'mtbf': 12.141592920353983, 'vessels': 4}, 'STOPPED': {'count': 28, 'failure_rate': 5.952380952380952, 'mtbf': 174.22222222222223, 'vessels': 2}}",→,0,0,0,0,97.35799207397622,{'Other': 97.35799207397622},Other,97.35799207397622,247.63636363636363,108.52173913043478,False,"maker, communication",130.0,6110.0,Low,19.170212765957448,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-80.18423125026996,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,1.0,True
WARTSILA 4L20D2,Exhaust Valve,Aux Engine,WARTSILA,4L20D2,1,,,,,1,0,0,1,6,0,100.0,2025-02-10,2025-02-10,Other,7,7000.0,"{'Other': {'count': 7, 'failure_rate': 7000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,communication,300.0,300.0,Low,76.0,['Exhaust'],[76],"[{""part_name"": ""Exhaust"", ""count"": 76, ""unit_cost"": 3.95, ""total_cost"": 300.0}]",903.1015854056559,,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,,
WARTSILA 4L20D2,Exhaust valve,Aux Engine,WARTSILA,4L20D2,1,,,,,1,0,0,2,13,0,100.0,2025-07-11,2025-07-11,High Temperature,15,15000.0,"{'High Temperature': {'count': 15, 'failure_rate': 15000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,communication,,,,,,,,903.1015854056559,,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,,
WARTSILA 4L20D2,Starting Air System,Aux Engine,WARTSILA,4L20D2,1,,,,,1,0,0,0,9,0,100.0,2025-09-24,2025-09-24,Other,9,9000.0,"{'Other': {'count': 9, 'failure_rate': 9000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,200.0,200.0,Low,194.0,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,,75,4,587.5469107551488,3.468802949668636,6,2025-01-13,2025-12-22,Aux Engine,WARTSILA,4L20D2,903.1015854056559,3.8932163757871767,,
WARTSILA CORP 4L20,Cooling water system,Aux Engine,WARTSILA CORP,4L20,3,1584.0,,,0.946969696969697,1,6,0,13,81,0,100.0,2025-06-03,2025-10-13,HIGH TEMPERATURE,7,7000.0,"{'HIGH TEMPERATURE': {'count': 7, 'failure_rate': 7000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW TEMPERATURE': {'count': 93, 'failure_rate': 101.97368421052632, 'mtbf': 9.91304347826087, 'vessels': 1}}",↑,0,0,0,0,93.0,{'Other': 93.0},Other,93.0,,,False,communication,558.3333333333334,1675.0,Low,81.0,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,75.3955507993597,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA CORP,4L20,903.1015854056559,3.8932163757871767,3.0,True
WARTSILA CORP 4L20,Engine (General),Aux Engine,WARTSILA CORP,4L20,24,347.4782608695652,,,3.003003003003003,1,21,0,61,410,0,100.0,2024-12-23,2025-11-21,Other,492,61.56156156156156,"{'Other': {'count': 492, 'failure_rate': 61.56156156156156, 'mtbf': 16.276985743380855, 'vessels': 1}}",→,0,0,0,0,98.98373983739837,{'Other': 98.98373983739837},Other,98.98373983739837,353.45454545454544,366.54545454545456,False,communication,254.58333333333334,6110.0,Low,37.541666666666664,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-61.523900911602915,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA CORP,4L20,903.1015854056559,3.8932163757871767,1.0,True
WARTSILA CORP 4L20,Starting Air System,Aux Engine,WARTSILA CORP,4L20,1,,,,,1,0,0,0,5,0,100.0,2025-10-15,2025-10-15,Other,5,5000.0,"{'Other': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}}",,0,0,0,0,0.0,{'Other': 0.0},,0.0,,,False,,200.0,200.0,Low,194.0,"['Air Manifold', 'Actuator']","[116, 78]","[{""part_name"": ""Air Manifold"", ""count"": 116, ""unit_cost"": 0.86, ""total_cost"": 100.0}, {""part_name"": ""Actuator"", ""count"": 78, ""unit_cost"": 1.28, ""total_cost"": 100.0}]",903.1015854056559,,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA CORP,4L20,903.1015854056559,3.8932163757871767,,
WARTSILA CORP 4L20,Turbocharger,Aux Engine,WARTSILA CORP,4L20,5,552.0,,,2.2644927536231885,1,9,0,26,145,0,100.0,2025-05-22,2025-08-22,Other,35,35000.0,"{'High Temperature': {'count': 145, 'failure_rate': 65.67028985507247, 'mtbf': 15.333333333333334, 'vessels': 1}, 'Other': {'count': 35, 'failure_rate': 35000.0, 'mtbf': 0.0, 'vessels': 1}}",↑,0,0,0,0,78.88888888888889,{'Other': 78.88888888888889},Other,78.88888888888889,768.0,672.0,False,communication,170.0,850.0,Low,6.4,"['Turbo Exhaust', 'Turbocharger']","[20, 12]","[{""part_name"": ""Turbo Exhaust"", ""count"": 20, ""unit_cost"": 10.0, ""total_cost"": 200.0}, {""part_name"": ""Turbocharger"", ""count"": 12, ""unit_cost"": 54.17, ""total_cost"": 650.0}]",903.1015854056559,-38.87730805476859,33,1,827.8260869565216,2.071488484531963,4,2024-12-23,2025-11-21,Aux Engine,WARTSILA CORP,4L20,903.1015854056559,3.8932163757871767,2.0,True
WARTSILA CORP 4L20D2,Cooling water system,Aux Engine,WARTSILA CORP,4L20D2,28,267.55555555555554,,,3.875968992248062,5,2,0,76,461,0,100.0,2025-02-24,2025-12-22,LOW PRESSURE,5,5000.0,"{'HIGH TEMPERATURE': {'count': 48, 'failure_rate': 43.47826086956522, 'mtbf': 23.48936170212766, 'vessels': 1}, 'LOW PRESSURE': {'count': 5, 'failure_rate': 5000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW TEMPERATURE': {'count': 300, 'failure_rate': 56.053811659192824, 'mtbf': 17.899665551839465, 'vessels': 3}, 'Other': {'count': 186, 'failure_rate': 27.00348432055749, 'mtbf': 37.23243243243243, 'vessels': 4}}",→,0,0,0,0,96.28942486085343,{'Other': 96.28942486085343},Other,96.28942486085343,376.61538461538464,160.6153846153846,False,"maker, communication",59.82142857142857,1675.0,Low,8.678571428571429,"['Cooler', 'JW Pump', 'JW Hose', 'JW Pump Seal', 'Transducer']","[142, 16, 15, 15, 15]","[{""part_name"": ""Cooler"", ""count"": 142, ""unit_cost"": 1.23, ""total_cost"": 175.0}, {""part_name"": ""JW Pump"", ""count"": 16, ""unit_cost"": 17.19, ""total_cost"": 275.0}, {""part_name"": ""JW Hose"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""JW Pump Seal"", ""count"": 15, ""unit_cost"": 13.33, ""total_cost"": 200.0}, {""part_name"": ""Transducer"", ""count"": 15, ""unit_cost"": 20.0, ""total_cost"": 300.0}, {""part_name"": ""JW Transducer"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Seal"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""JW Seal"", ""count"": 9, ""unit_cost"": 13.89, ""total_cost"": 125.0}, {""part_name"": ""Intercooler"", ""count"": 8, ""unit_cost"": 12.5, ""total_cost"": 100.0}]",903.1015854056559,-70.37370326004083,150,6,1447.5470760233918,2.6542028178382493,10,2025-01-02,2025-12-22,Aux Engine,WARTSILA CORP,4L20D2,903.1015854056559,3.8932163757871767,2.0,True
WARTSILA CORP 4L20D2,EME (Externally Mounted Equipment),Aux Engine,WARTSILA CORP,4L20D2,5,1302.0,,,0.9600614439324117,1,0,0,10,75,0,100.0,2025-04-28,2025-12-01,ALARM,85,16.321044546851,"{'ALARM': {'count': 85, 'failure_rate': 16.321044546851, 'mtbf': 62.0, 'vessels': 1}}",↑,0,0,0,0,83.52941176470588,{'Other': 83.52941176470588},Other,83.52941176470588,1008.0,924.0,False,communication,,,,,,,,903.1015854056559,44.169827740382786,150,6,1447.5470760233918,2.6542028178382493,10,2025-01-02,2025-12-22,Aux Engine,WARTSILA CORP,4L20D2,903.1015854056559,3.8932163757871767,3.0,True
WARTSILA CORP 4L20D2,Engine (General),Aux Engine,WARTSILA CORP,4L20D2,96,88.42105263157895,,,11.428571428571429,6,10,0,285,1454,0,100.0,2025-01-06,2025-12-22,LEAK,21,21000.0,"{'ALARM': {'count': 100, 'failure_rate': 24.8015873015873, 'mtbf': 40.72727272727273, 'vessels': 3}, 'HIGH TEMPERATURE': {'count': 87, 'failure_rate': 51.78571428571429, 'mtbf': 19.53488372093023, 'vessels': 2}, 'LEAK': {'count': 21, 'failure_rate': 21000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW PRESSURE': {'count': 11, 'failure_rate': 11000.0, 'mtbf': 0.0, 'vessels': 1}, 'LOW TEMPERATURE': {'count': 30, 'failure_rate': 5.530973451327434, 'mtbf': 187.0344827586207, 'vessels': 2}, 'Other': {'count': 1342, 'failure_rate': 163.022351797862, 'mtbf': 6.138702460850112, 'vessels': 6}, 'STOPPED': {'count': 158, 'failure_rate': 23.6810551558753, 'mtbf': 42.496815286624205, 'vessels': 4}}",→,0,0,0,0,98.85648942252716,{'Other': 98.85648942252716},Other,98.85648942252716,80.68085106382979,96.51063829787235,False,"maker, communication",63.645833333333336,6110.0,Low,9.385416666666666,"['Coupling', 'Control Wiring', 'Filtrex', 'Driveshaft', '1S-2S Switchboard']","[143, 140, 97, 74, 70]","[{""part_name"": ""Coupling"", ""count"": 143, ""unit_cost"": 4.2, ""total_cost"": 600.0}, {""part_name"": ""Control Wiring"", ""count"": 140, ""unit_cost"": 1.07, ""total_cost"": 150.0}, {""part_name"": ""Filtrex"", ""count"": 97, ""unit_cost"": 10.62, ""total_cost"": 1030.0}, {""part_name"": ""Driveshaft"", ""count"": 74, ""unit_cost"": 1.35, ""total_cost"": 100.0}, {""part_name"": ""1S-2S Switchboard"", ""count"": 70, ""unit_cost"": 1.43, ""total_cost"": 100.0}, {""part_name"": ""Comm Cable"", ""count"": 50, ""unit_cost"": 4.5, ""total_cost"": 225.0}, {""part_name"": ""A.2"", ""count"": 49, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Control"", ""count"": 41, ""unit_cost"": 3.66, ""total_cost"": 150.0}, {""part_name"": ""Plug Connection"", ""count"": 35, ""unit_cost"": 30.71, ""total_cost"": 1075.0}, {""part_name"": ""SW Pump"", ""count"": 29, ""unit_cost"": 33.79, ""total_cost"": 980.0}, {""part_name"": ""Keep Warm Pump"", ""count"": 20, ""unit_cost"": 20.0, ""total_cost"": 400.0}, {""part_name"": ""C.2"", ""count"": 19, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Voltage Regulator"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Pressure Sensor"", ""count"": 13, ""unit_cost"": 11.54, ""total_cost"": 150.0}, {""part_name"": ""Pin Drive"", ""count"": 13, ""unit_cost"": 7.69, ""total_cost"": 100.0}, {""part_name"": ""Windings"", ""count"": 13, ""unit_cost"": 15.38, ""total_cost"": 200.0}, {""part_name"": ""E.2"", ""count"": 13, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Right Angle Drive Gear"", ""count"": 12, ""unit_cost"": 8.33, ""total_cost"": 100.0}, {""part_name"": ""Gasket"", ""count"": 11, ""unit_cost"": 22.73, ""total_cost"": 250.0}, {""part_name"": ""Inlet Switch"", ""count"": 10, ""unit_cost"": 20.0, ""total_cost"": 200.0}, {""part_name"": ""Oil Pan Leak"", ""count"": 10, ""unit_cost"": 10.0, ""total_cost"": 100.0}, {""part_name"": ""G.1"", ""count"": 8, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""Vertical Drive Assy"", ""count"": 6, ""unit_cost"": 16.67, ""total_cost"": 100.0}, {""part_name"": ""H.1"", ""count"": 4, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""A.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.2"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""D.1"", ""count"": 2, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""G.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}, {""part_name"": ""B.2"", ""count"": 1, ""unit_cost"": 0.0, ""total_cost"": 0.0}]",903.1015854056559,-90.20917977994006,150,6,1447.5470760233918,2.6542028178382493,10,2025-01-02,2025-12-22,Aux Engine,WARTSILA CORP,4L20D2,903.1015854056559,3.8932163757871767,1.0,True
WARTSILA CORP 4L20D2,Exhaust Valve,Aux Engine,WARTSILA CORP,4L20D2,2,936.0,,,2.136752136752137,2,0,0,4,20,0,100.0,2025-01-02,2025-02-10,Other,24,25.64102564102564,"{'Other': {'count': 24, 'failure_rate': 25.64102564102564, 'mtbf': 40.69565217391305, 'vessels': 2}}",→,0,0,0,0,33.33333333333333,{'Other': 33.33333333333333},Other,33.33333333333333,,,False,communication,150.0,300.0,Low,38.0,['Exhaust'],[76],"[{""part_name"": ""Exhaust"", ""count"": 76, ""unit_cost"": 3.95, ""total_cost"": 300.0}]",903.1015854056559,3.642825472348913,150,6,1447.5470760233918,2.6542028178382493,10,2025-01-02,2025-12-22,Aux Engine,WARTSILA CORP,4L20D2,903.1015854056559,3.8932163757871767,,
